Order ID,Order Date,Month,Customer Name,Gender,Region,City,Category,Product Name,Brand,Size,Color,Units Sold,Unit Price,Discount %,Total Sales,Profit,Payment Mode,Delivery Status
ORD10038,2025-02-02,Feb,Customer_38,Men,South,Chennai,Shoes,Sneakers,Roadster,M,Pink,4,3838,10,13816.8,3607.27,Net Banking,Delivered
ORD10039,2025-06-02,Jun,Customer_39,Unisex,North,Lucknow,Shirts,Linen Shirt,Allen Solly,M,Brown,4,3931,20,12579.2,790.86,Card,Returned
ORD10040,2025-06-22,Jun,Customer_40,Unisex,North,Chandigarh,Bags,Travel Bag,Allen Solly,Free Size,Black,4,1851,30,5182.8,1251.76,Net Banking,Delivered
ORD10041,2025-04-04,Apr,Customer_41,Women,South,Kochi,Shirts,Formal Shirt,Roadster,L,Pink,1,2630,15,2235.5,458.53,Cash,Delivered
ORD10042,2025-10-04,Oct,Customer_42,Men,West,Mumbai,Dresses,Party Dress,Adidas,S,Red,1,3365,5,3196.75,184.8,Card,Cancelled
ORD10043,2025-12-09,Dec,Customer_43,Men,South,Kochi,Shirts,Casual Shirt,H&M,Free Size,Blue,1,2284,15,1941.4,586.03,Card,Delivered
ORD10044,2025-10-22,Oct,Customer_44,Unisex,North,Lucknow,Bags,Backpack,Tommy Hilfiger,M,Blue,4,3748,25,11244.0,385.82,Cash,Returned
ORD10045,2025-12-05,Dec,Customer_45,Women,East,Guwahati,Jeans,Cargo Jeans,Nike,XL,Blue,3,1063,20,2551.2,735.67,Net Banking,Delivered
ORD10046,2025-04-01,Apr,Customer_46,Women,South,Kochi,Watches,Sports Watch,Allen Solly,XL,Pink,5,2711,20,10844.0,715.99,Wallet,Returned
ORD10047,2025-08-19,Aug,Customer_47,Women,North,Lucknow,Bags,Laptop Bag,H&M,S,Brown,2,4305,20,6888.0,1919.59,Cash,Delivered
ORD10048,2025-06-24,Jun,Customer_48,Men,East,Patna,Shoes,Sandals,H&M,M,Pink,3,2762,20,6628.8,812.95,Net Banking,Delivered
ORD10049,2025-01-09,Jan,Customer_49,Women,West,Indore,Jackets,Bomber Jacket,Allen Solly,Free Size,Grey,1,2909,5,2763.55,622.2,Net Banking,Delivered
ORD10050,2025-12-26,Dec,Customer_50,Unisex,East,Patna,Watches,Smart Watch,Fastrack,M,Grey,4,2718,10,9784.8,1813.76,UPI,Delivered
ORD10051,2025-10-29,Oct,Customer_51,Men,West,Ahmedabad,Shoes,Sneakers,H&M,L,White,5,2817,0,14085.0,4739.37,Cash,Delivered
ORD10052,2025-10-11,Oct,Customer_52,Men,North,Delhi,Shirts,Casual Shirt,Levis,S,Green,3,1533,25,3449.25,1192.75,Net Banking,Delivered
ORD10053,2025-05-10,May,Customer_53,Men,South,Bangalore,Caps,Beanie,Puma,Free Size,Black,4,1433,30,4012.4,549.66,Card,Delivered
ORD10054,2025-10-13,Oct,Customer_54,Women,South,Bangalore,Shoes,Formal Shoes,Adidas,L,Pink,4,2347,30,6571.6,1681.47,Cash,Delivered
ORD10055,2025-12-05,Dec,Customer_55,Men,South,Hyderabad,Shirts,Formal Shirt,H&M,S,Pink,1,1785,5,1695.75,280.12,Net Banking,Delivered
ORD10056,2025-12-28,Dec,Customer_56,Unisex,South,Hyderabad,Caps,Beanie,Nike,Free Size,Red,3,4218,0,12654.0,3780.0,Net Banking,Delivered
ORD10057,2025-03-14,Mar,Customer_57,Unisex,South,Hyderabad,Jeans,Cargo Jeans,H&M,Free Size,Green,1,987,5,937.65,61.15,Net Banking,Returned
ORD10058,2025-09-14,Sep,Customer_58,Women,West,Ahmedabad,Jeans,Regular Jeans,Levis,L,Green,5,4544,15,19312.0,2721.35,UPI,Delivered
ORD10059,2025-10-23,Oct,Customer_59,Women,North,Lucknow,Jeans,Slim Jeans,Tommy Hilfiger,M,Pink,1,1934,15,1643.9,419.08,Net Banking,Delivered
ORD10060,2025-06-14,Jun,Customer_60,Women,West,Ahmedabad,Jeans,Regular Jeans,Puma,XL,Black,1,1816,10,1634.4,371.05,Net Banking,Delivered
ORD10061,2025-07-26,Jul,Customer_61,Women,East,Kolkata,Jeans,Regular Jeans,Levis,S,Red,5,508,25,1905.0,659.2,Wallet,Delivered
ORD10062,2025-04-15,Apr,Customer_62,Unisex,West,Mumbai,Watches,Sports Watch,Allen Solly,XL,Blue,3,4998,5,14244.3,5144.97,UPI,Delivered
ORD10063,2025-10-10,Oct,Customer_63,Women,East,Kolkata,Jackets,Bomber Jacket,Zara,S,White,4,1262,5,4795.6,1812.67,Net Banking,Delivered
ORD10064,2025-05-05,May,Customer_64,Unisex,West,Indore,Bags,Laptop Bag,Roadster,M,Blue,4,1683,15,5722.2,194.05,Cash,Returned
ORD10065,2025-05-25,May,Customer_65,Women,East,Kolkata,Dresses,Party Dress,Fastrack,L,Grey,3,4510,30,9471.0,300.49,Wallet,Returned
ORD10066,2025-10-20,Oct,Customer_66,Women,South,Chennai,Dresses,Party Dress,Puma,XL,Pink,4,2412,30,6753.6,2172.24,Net Banking,Delivered
ORD10067,2025-02-21,Feb,Customer_67,Unisex,South,Hyderabad,Shoes,Sandals,Nike,M,Pink,4,1315,20,4208.0,1501.06,Card,Delivered
ORD10068,2025-11-29,Nov,Customer_68,Women,East,Guwahati,Jeans,Regular Jeans,Levis,L,Brown,1,3190,30,2233.0,131.9,Wallet,Returned
ORD10069,2025-02-16,Feb,Customer_69,Women,East,Bhubaneswar,Shirts,Formal Shirt,H&M,M,Green,4,1305,30,3654.0,1040.57,UPI,Delivered
ORD10070,2025-07-11,Jul,Customer_70,Unisex,East,Patna,Shirts,Polo Shirt,Nike,M,White,4,1691,5,6425.8,331.7,Card,Returned
ORD10071,2025-10-26,Oct,Customer_71,Women,South,Kochi,Jeans,Cargo Jeans,Roadster,S,Brown,2,2401,15,4081.7,1166.78,Cash,Delivered
ORD10072,2025-11-24,Nov,Customer_72,Women,East,Patna,Shoes,Running Shoes,Allen Solly,XL,Blue,4,2547,15,8659.8,2942.42,Card,Delivered
ORD10073,2025-01-12,Jan,Customer_73,Unisex,East,Patna,Dresses,Casual Dress,Puma,S,Brown,4,2747,0,10988.0,587.07,Cash,Cancelled
ORD10074,2025-11-14,Nov,Customer_74,Unisex,South,Chennai,Jackets,Bomber Jacket,Puma,S,Green,3,1619,25,3642.75,105.83,Net Banking,Cancelled
ORD10075,2025-06-17,Jun,Customer_75,Women,North,Lucknow,Shirts,Polo Shirt,Zara,Free Size,Green,4,1937,5,7360.6,227.24,Card,Returned
ORD10076,2025-08-28,Aug,Customer_76,Unisex,East,Kolkata,Bags,Travel Bag,Levis,XL,Grey,1,1652,30,1156.4,85.87,UPI,Cancelled
ORD10077,2025-07-08,Jul,Customer_77,Men,North,Chandigarh,Dresses,Maxi Dress,Levis,M,Brown,3,3620,30,7602.0,2174.35,UPI,Delivered
ORD10078,2025-12-25,Dec,Customer_78,Women,North,Chandigarh,Watches,Sports Watch,H&M,XL,Blue,3,3843,0,11529.0,1802.47,UPI,Delivered
ORD10079,2025-07-09,Jul,Customer_79,Women,West,Indore,Jackets,Bomber Jacket,Zara,S,Brown,5,3932,20,15728.0,4922.71,Wallet,Delivered
ORD10080,2025-08-16,Aug,Customer_80,Women,East,Bhubaneswar,Dresses,Party Dress,Nike,Free Size,Grey,4,2433,30,6812.4,291.98,UPI,Cancelled
ORD10081,2025-02-16,Feb,Customer_81,Men,North,Chandigarh,Dresses,Party Dress,H&M,Free Size,Red,2,673,0,1346.0,436.87,UPI,Delivered
ORD10082,2025-03-17,Mar,Customer_82,Men,South,Hyderabad,Jackets,Bomber Jacket,H&M,Free Size,Green,5,522,10,2349.0,806.14,Card,Delivered
ORD10083,2025-07-03,Jul,Customer_83,Men,South,Bangalore,Jeans,Cargo Jeans,Nike,XL,Blue,2,3151,0,6302.0,1041.75,UPI,Delivered
ORD10084,2025-09-15,Sep,Customer_84,Unisex,North,Chandigarh,Caps,Beanie,Puma,L,Brown,2,854,25,1281.0,82.92,UPI,Cancelled
ORD10085,2025-09-09,Sep,Customer_85,Men,West,Mumbai,Shirts,Linen Shirt,Roadster,M,Green,4,1101,0,4404.0,897.31,Wallet,Delivered
ORD10086,2025-09-16,Sep,Customer_86,Unisex,East,Guwahati,Watches,Smart Watch,Tommy Hilfiger,Free Size,Red,5,4023,0,20115.0,6561.61,Net Banking,Delivered
ORD10087,2025-07-24,Jul,Customer_87,Women,East,Guwahati,Caps,Baseball Cap,Roadster,L,White,4,1277,10,4597.2,212.35,Net Banking,Cancelled
ORD10088,2025-02-19,Feb,Customer_88,Unisex,North,Chandigarh,Jeans,Slim Jeans,Adidas,L,Blue,3,1564,20,3753.6,101.79,Net Banking,Returned
ORD10089,2025-11-04,Nov,Customer_89,Men,North,Lucknow,Watches,Sports Watch,Roadster,XL,Red,3,3379,0,10137.0,2739.61,UPI,Delivered
ORD10090,2025-10-21,Oct,Customer_90,Unisex,North,Lucknow,Watches,Sports Watch,Puma,Free Size,Black,2,4014,30,5619.6,298.8,Wallet,Returned
ORD10091,2025-06-23,Jun,Customer_91,Unisex,East,Patna,Bags,Backpack,Zara,XL,Blue,3,549,5,1564.65,108.33,Card,Returned
ORD10092,2025-08-03,Aug,Customer_92,Women,South,Kochi,Shirts,Formal Shirt,Fastrack,Free Size,Blue,4,3291,5,12505.8,540.79,UPI,Cancelled
ORD10093,2025-05-20,May,Customer_93,Women,North,Delhi,Shoes,Sneakers,Tommy Hilfiger,M,Blue,4,3972,15,13504.8,3752.17,Cash,Delivered
ORD10094,2025-01-24,Jan,Customer_94,Women,West,Ahmedabad,Dresses,Maxi Dress,Levis,M,White,2,3736,20,5977.6,802.45,Cash,Delivered
ORD10095,2025-08-09,Aug,Customer_95,Unisex,North,Chandigarh,Bags,Laptop Bag,Adidas,Free Size,Grey,2,1557,15,2646.9,684.15,UPI,Delivered
ORD10096,2025-08-24,Aug,Customer_96,Unisex,West,Mumbai,Dresses,Casual Dress,Nike,XL,Green,1,3063,20,2450.4,567.55,UPI,Delivered
ORD10097,2025-12-20,Dec,Customer_97,Women,South,Kochi,Dresses,Maxi Dress,Puma,Free Size,Pink,3,1220,15,3111.0,1056.39,Wallet,Delivered
ORD10098,2025-06-20,Jun,Customer_98,Unisex,East,Bhubaneswar,Jeans,Regular Jeans,Levis,M,Grey,2,1124,20,1798.4,102.38,Cash,Returned
ORD10099,2025-04-12,Apr,Customer_99,Men,South,Hyderabad,Shoes,Sneakers,Adidas,XL,Brown,2,1751,30,2451.4,778.02,Wallet,Delivered
ORD10100,2025-03-19,Mar,Customer_100,Women,East,Patna,Caps,Snapback Cap,Tommy Hilfiger,Free Size,Black,4,1058,15,3597.2,845.25,Cash,Delivered
ORD10101,2025-01-30,Jan,Customer_101,Unisex,West,Mumbai,Jeans,Regular Jeans,Allen Solly,Free Size,Pink,3,2850,0,8550.0,2459.09,Net Banking,Delivered
ORD10102,2025-11-06,Nov,Customer_102,Men,South,Hyderabad,Shirts,Linen Shirt,Tommy Hilfiger,L,Blue,4,4606,5,17502.8,6458.67,Wallet,Delivered
ORD10103,2025-09-26,Sep,Customer_103,Women,West,Indore,Shoes,Running Shoes,H&M,XL,Grey,5,1799,10,8095.5,1756.25,Wallet,Delivered
ORD10104,2025-10-13,Oct,Customer_104,Unisex,East,Kolkata,Shirts,Polo Shirt,Adidas,M,Grey,4,2826,10,10173.6,627.04,UPI,Cancelled
ORD10105,2025-11-01,Nov,Customer_105,Men,West,Pune,Shoes,Formal Shoes,Levis,Free Size,Blue,1,3035,20,2428.0,529.15,Net Banking,Delivered
ORD10106,2025-04-20,Apr,Customer_106,Men,East,Bhubaneswar,Watches,Analog Watch,Puma,S,Green,3,4482,5,12773.7,2285.23,UPI,Delivered
ORD10107,2025-03-20,Mar,Customer_107,Men,South,Kochi,Shirts,Polo Shirt,Tommy Hilfiger,XL,Black,2,1980,30,2772.0,166.4,Net Banking,Returned
ORD10108,2025-08-18,Aug,Customer_108,Men,West,Ahmedabad,Watches,Sports Watch,H&M,L,Brown,2,4873,5,9258.7,1856.01,Net Banking,Delivered
ORD10109,2025-04-13,Apr,Customer_109,Women,West,Pune,Bags,Travel Bag,Fastrack,L,Blue,5,1632,30,5712.0,211.34,Wallet,Cancelled
ORD10110,2025-08-19,Aug,Customer_110,Women,South,Hyderabad,Jeans,Regular Jeans,Adidas,L,Black,5,1706,30,5971.0,1395.68,Net Banking,Delivered
ORD10111,2025-07-17,Jul,Customer_111,Unisex,East,Bhubaneswar,Shirts,Linen Shirt,Fastrack,L,White,1,3570,5,3391.5,431.84,Card,Delivered
ORD10112,2025-08-18,Aug,Customer_112,Men,South,Kochi,Shirts,Polo Shirt,Allen Solly,Free Size,Pink,5,542,0,2710.0,338.59,UPI,Delivered
ORD10113,2025-05-03,May,Customer_113,Unisex,North,Delhi,Bags,Handbag,Levis,Free Size,Black,4,4243,0,16972.0,2525.82,Wallet,Delivered
ORD10114,2025-01-01,Jan,Customer_114,Unisex,East,Guwahati,Jackets,Bomber Jacket,Zara,S,Grey,5,3389,5,16097.75,4320.19,UPI,Delivered
ORD10115,2025-07-11,Jul,Customer_115,Men,North,Chandigarh,Shirts,Linen Shirt,Allen Solly,S,Grey,3,632,10,1706.4,554.61,Card,Delivered
ORD10116,2025-12-17,Dec,Customer_116,Men,East,Bhubaneswar,Shirts,Polo Shirt,Fastrack,XL,Black,4,4419,25,13257.0,2219.12,Cash,Delivered
ORD10117,2025-06-08,Jun,Customer_117,Men,North,Lucknow,Jackets,Denim Jacket,H&M,M,Green,5,3761,30,13163.5,3438.15,Cash,Delivered
ORD10118,2025-08-12,Aug,Customer_118,Women,North,Lucknow,Shirts,Polo Shirt,Levis,XL,Grey,4,4101,15,13943.4,2902.31,Wallet,Delivered
ORD10119,2025-11-05,Nov,Customer_119,Women,North,Chandigarh,Bags,Backpack,Roadster,L,Green,2,4967,10,8940.6,1819.55,Net Banking,Delivered
ORD10120,2025-01-22,Jan,Customer_120,Men,East,Guwahati,Dresses,Maxi Dress,Allen Solly,XL,Grey,3,4062,10,10967.4,3139.55,Wallet,Delivered
ORD10121,2025-03-06,Mar,Customer_121,Women,West,Mumbai,Shoes,Running Shoes,Zara,Free Size,Black,1,2432,30,1702.4,489.85,Wallet,Delivered
ORD10122,2025-02-09,Feb,Customer_122,Unisex,East,Guwahati,Shoes,Sandals,Puma,L,Red,5,1626,20,6504.0,1401.01,UPI,Delivered
ORD10123,2025-05-15,May,Customer_123,Unisex,West,Mumbai,Shirts,Casual Shirt,Allen Solly,XL,Red,3,4154,5,11838.9,4487.59,UPI,Delivered
ORD10124,2025-02-14,Feb,Customer_124,Women,South,Kochi,Shoes,Running Shoes,Allen Solly,L,White,3,3345,25,7526.25,206.04,Card,Returned
ORD10125,2025-03-13,Mar,Customer_125,Women,North,Jaipur,Watches,Sports Watch,H&M,XL,White,2,4546,0,9092.0,388.83,Wallet,Returned
ORD10126,2025-09-27,Sep,Customer_126,Women,West,Indore,Jeans,Slim Jeans,Levis,S,Brown,4,3853,30,10788.4,2907.19,Net Banking,Delivered
ORD10127,2025-08-10,Aug,Customer_127,Women,South,Chennai,Watches,Analog Watch,Fastrack,M,White,5,952,30,3332.0,507.4,Cash,Delivered
ORD10128,2025-05-09,May,Customer_128,Unisex,East,Kolkata,Jackets,Winter Jacket,Fastrack,S,White,2,2747,5,5219.3,294.9,Wallet,Returned
ORD10129,2025-01-15,Jan,Customer_129,Unisex,East,Kolkata,Shoes,Sneakers,Tommy Hilfiger,M,Pink,1,871,25,653.25,209.34,Wallet,Delivered
ORD10130,2025-09-05,Sep,Customer_130,Men,East,Patna,Shirts,Linen Shirt,Fastrack,M,Brown,2,3825,10,6885.0,327.62,Net Banking,Cancelled
ORD10131,2025-06-10,Jun,Customer_131,Unisex,East,Bhubaneswar,Caps,Beanie,H&M,Free Size,Blue,3,3328,15,8486.4,1306.9,Cash,Delivered
ORD10132,2025-05-07,May,Customer_132,Unisex,East,Guwahati,Jackets,Winter Jacket,Adidas,XL,Red,2,1292,0,2584.0,505.06,Card,Delivered
ORD10133,2025-09-13,Sep,Customer_133,Men,South,Chennai,Watches,Sports Watch,Puma,S,Pink,5,4323,15,18372.75,6404.0,Wallet,Delivered
ORD10134,2025-01-26,Jan,Customer_134,Unisex,East,Kolkata,Caps,Baseball Cap,H&M,XL,Green,3,4553,20,10927.2,763.61,Wallet,Cancelled
ORD10135,2025-07-07,Jul,Customer_135,Unisex,South,Hyderabad,Shirts,Formal Shirt,Roadster,M,Grey,4,3496,0,13984.0,626.91,Wallet,Returned
ORD10136,2025-11-16,Nov,Customer_136,Women,West,Ahmedabad,Bags,Backpack,Roadster,L,Grey,5,1472,5,6992.0,2611.66,Card,Delivered
ORD10137,2025-01-24,Jan,Customer_137,Unisex,West,Mumbai,Jackets,Bomber Jacket,Fastrack,XL,White,1,1621,25,1215.75,251.16,Wallet,Delivered
ORD10138,2025-07-21,Jul,Customer_138,Unisex,East,Bhubaneswar,Shoes,Formal Shoes,Tommy Hilfiger,XL,Green,5,2950,20,11800.0,489.6,Net Banking,Returned
ORD10139,2025-10-26,Oct,Customer_139,Unisex,North,Chandigarh,Shirts,Polo Shirt,Puma,Free Size,Red,3,717,20,1720.8,83.77,UPI,Cancelled
ORD10140,2025-12-15,Dec,Customer_140,Men,West,Pune,Caps,Baseball Cap,Fastrack,S,Brown,2,757,20,1211.2,443.95,Cash,Delivered
ORD10141,2025-09-14,Sep,Customer_141,Men,South,Kochi,Dresses,Maxi Dress,Roadster,M,Red,5,4362,30,15267.0,1039.92,Wallet,Cancelled
ORD10142,2025-03-30,Mar,Customer_142,Unisex,West,Ahmedabad,Watches,Sports Watch,Allen Solly,L,Brown,4,4866,10,17517.6,918.03,Card,Cancelled
ORD10143,2025-06-02,Jun,Customer_143,Women,East,Bhubaneswar,Jackets,Winter Jacket,Fastrack,L,Green,3,2197,25,4943.25,1499.27,Cash,Delivered
ORD10144,2025-06-26,Jun,Customer_144,Men,West,Indore,Jeans,Cargo Jeans,Fastrack,L,Brown,2,2878,0,5756.0,224.24,Cash,Cancelled
ORD10145,2025-03-12,Mar,Customer_145,Men,East,Patna,Caps,Baseball Cap,H&M,M,Black,1,2459,5,2336.05,62.23,UPI,Returned
ORD10146,2025-01-03,Jan,Customer_146,Women,North,Jaipur,Dresses,Party Dress,Allen Solly,M,Green,5,1792,15,7616.0,2206.75,Cash,Delivered
ORD10147,2025-03-31,Mar,Customer_147,Women,South,Bangalore,Bags,Backpack,Adidas,M,Green,4,1939,0,7756.0,2941.58,UPI,Delivered
ORD10148,2025-05-26,May,Customer_148,Unisex,North,Lucknow,Shirts,Polo Shirt,Tommy Hilfiger,XL,Green,4,4949,20,15836.8,3934.13,Card,Delivered
ORD10149,2025-04-06,Apr,Customer_149,Men,West,Ahmedabad,Jeans,Regular Jeans,Zara,M,Pink,1,3260,30,2282.0,89.78,Net Banking,Cancelled
ORD10150,2025-03-13,Mar,Customer_150,Men,North,Jaipur,Watches,Analog Watch,Roadster,XL,Green,4,3149,5,11966.2,1457.19,Cash,Delivered
ORD10151,2025-02-01,Feb,Customer_151,Unisex,East,Bhubaneswar,Bags,Backpack,Levis,L,Blue,1,4311,10,3879.9,125.34,Cash,Cancelled
ORD10152,2025-09-02,Sep,Customer_152,Women,South,Chennai,Watches,Sports Watch,H&M,Free Size,Brown,2,4226,25,6339.0,2390.42,Wallet,Delivered
ORD10153,2025-09-28,Sep,Customer_153,Unisex,North,Chandigarh,Jackets,Denim Jacket,Tommy Hilfiger,M,White,3,1138,20,2731.2,81.48,Card,Returned
ORD10154,2025-10-26,Oct,Customer_154,Women,North,Jaipur,Watches,Sports Watch,Allen Solly,M,Pink,4,1243,20,3977.6,938.02,Net Banking,Delivered
ORD10155,2025-05-11,May,Customer_155,Women,North,Chandigarh,Shirts,Linen Shirt,Levis,S,Black,1,2284,20,1827.2,253.96,UPI,Delivered
ORD10156,2025-03-11,Mar,Customer_156,Women,West,Pune,Caps,Baseball Cap,Levis,S,White,4,3566,15,12124.4,2868.87,Cash,Delivered
ORD10157,2025-04-25,Apr,Customer_157,Unisex,West,Pune,Jeans,Slim Jeans,Fastrack,XL,Pink,1,685,10,616.5,29.64,Card,Cancelled
ORD10158,2025-04-07,Apr,Customer_158,Men,South,Hyderabad,Jackets,Winter Jacket,Puma,M,Red,1,762,30,533.4,31.11,UPI,Returned
ORD10159,2025-05-06,May,Customer_159,Men,West,Mumbai,Jeans,Cargo Jeans,Nike,M,Green,1,3794,15,3224.9,583.48,Card,Delivered
ORD10160,2025-06-04,Jun,Customer_160,Men,East,Bhubaneswar,Watches,Sports Watch,Tommy Hilfiger,Free Size,White,2,4769,5,9061.1,2061.63,Net Banking,Delivered
ORD10161,2025-12-23,Dec,Customer_161,Unisex,West,Ahmedabad,Caps,Baseball Cap,Puma,XL,Red,4,3843,5,14603.4,2891.05,Card,Delivered
ORD10162,2025-08-02,Aug,Customer_162,Men,North,Chandigarh,Bags,Handbag,Allen Solly,L,Blue,5,4840,5,22990.0,5080.54,Net Banking,Delivered
ORD10163,2025-05-18,May,Customer_163,Unisex,South,Bangalore,Watches,Analog Watch,Fastrack,Free Size,Red,4,822,30,2301.6,63.95,Net Banking,Returned
ORD10164,2025-04-08,Apr,Customer_164,Men,North,Jaipur,Jackets,Winter Jacket,Levis,XL,Red,1,4422,5,4200.9,252.78,Wallet,Cancelled
